UserId,EventTag,TagValue1,TagValue2,EventMs,TagDate
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature16,awefawefweafawefawefawefawefawef,7365,2019-05-16 16:34:12.275
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature16,awefawefawef,7365,2019-05-16 16:34:12.275
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature16,"1172,1175,1178,1181,1488,1491,1527,1565,1766,1768,1805,1843,2044,2048,2051,2122,2283,2286,2289,2361,2562,2565,2568,2640,2802,2807,2811,2880,3078,3081,3091,3156",7365,2019-05-16 16:34:12.275
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature16,"3434,3470,3473,3548,3746,3749,3752,3824,3990,4028,4033,4105",7365,2019-05-16 16:34:12.275
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature16,"4313,4316,4350,4388,4590,4593,4596",7366,2019-05-16 16:34:12.276
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature16,awefawe,7366,2019-05-16 16:34:12.276
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature16,"4706,4915,4918,4949,4987",7367,2019-05-16 16:34:12.277
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature16,fawef,7367,2019-05-16 16:34:12.277
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature16,awefawefawefawefawefawefawefawef,7368,2019-05-16 16:34:12.278
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature16,"5268,5270,5302,5379,5585,5587,5592,5655,5822,5855,5863,5933,6100,6104,6107,6217,6385,6387,6394,6462,6663,6666,6673,6739,6904,6912,6914,6985,7144,7151,7160,7163",7369,2019-05-16 16:34:12.279
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature16,,7370,2019-05-16 16:34:12.28
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature16,,7370,2019-05-16 16:34:12.28
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature16,,7372,2019-05-16 16:34:12.282
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature16,,7372,2019-05-16 16:34:12.282
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature16,,7374,2019-05-16 16:34:12.284
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature16,,7375,2019-05-16 16:34:12.285
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature16,,7376,2019-05-16 16:34:12.286
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature16,,7377,2019-05-16 16:34:12.287
